,title,topic
497,Football webscraping: Data collection from a top european league — Part 2 Dashboard creation.,sports
498,Scouting Report: Iván Fresneda,sports
499,Bayern have made a huge tiny mistake,sports
500,This Super Bowl Wasn’t Super,sports
501,NFL All-Time: Top 5 Greatest NFL Quarterbacks in Green Bay Packers History,sports
502,This is why football teams are playing 2–3–5 again,sports
503,I Didn’t Do Dry “Fucking” January!,sports
504,Finally Squared,sports
505,"Tom Brady — Selfish, Egotistical, Self-Centered?",sports
506,Analyzing football game event data using mplsoccer in Python,sports
507,The beautiful game of football team crest redesigns,sports
508,Tua Fish: Does Tua’s Arm Strength Make a Difference in the Dolphins' Offensive Progression?,sports
509,"Wout Weghorst and Occupying: Bodies, Space, and Minds",sports
510,Scrape the official English Premier league website,sports
511,Introduction to Scouthub Ecosystem,sports
512,"Part 1 — A Career in Football Analytics, The What",sports
513,How to get into football analysis,sports
514,Second Chances: A Perspective Inspired by Ted Lasso,sports
515,Predicting Football Match Outcomes with Python & the Understat Package,sports
516,Another stay of execution,sports
517,2023 NFL Mock Draft — Draft Day Edition,sports
518,The biggest football ownership scandal you’ve never heard about,sports
519,Retro Analysis: FC Barcelona’s 3–4–3 in 2011/12,sports
520,The Rodri Role — 2022/23,sports
521,The 2022/23 Alternative Scottish Football Awards,sports
522,Top 3 (FREE) Blockchain Games to Play During World Cup 2022 Qatar,sports
523,What I Got Wrong About Deion Sanders Leaving Jackson State For Colorado,sports
524,Vincent Kompany: the Burnley revolution,sports
525,Was Peak Jose Mourinho the Best Manager in the World?,sports
526,An Introduction to Football Player Dashboards Using Python and Matplotlib,sports
527,The Top 10 Worst Calls by Officials in NFL History,sports
528,Arc8 Token Takeover: Earn $8000 in Tokens to Lead Your Team to Glory in MetaSoccer,sports
529,AFC East Division Winner Predictions for the Upcoming 2022 NFL Season,sports
530,How Hollywood Icon Robin Williams Became The First Male NFL Cheerleader In History,sports
531,40 Football Fan Tokens Price Analysis,sports
532,The Crimson Tide’s Favorable 2023 Football Schedule,sports
533,Praise the Lord and Pass the Pigskin!,sports
534,Carlos Corberans’ West Bromwich Albion,sports
535,Man Utd Season Review,sports
